,name,siteName,index,contents,engContents
2719,&#62275;-&#59778;,&#62275;&#59778;,IS10S,찬살,exorcism
2720,빗 갚을 &#62273;레에,빗 갚을 &#62273;레에,IS06S,빚 갚을 섟에,paying back debt
2721,성님&#62273;레,성님&#62273;레,IS07S,형님 벌,like an older brother
2722,칭-돌,칭돌,IS10S,⇒칭겁돌,conflict
2723,칭겁-돌,칭겁돌,IS10S,=칭-돌. 충돌,conflict
2724,칭,칭,IS10S,충(層),layer
2725,치지레기,치지레기,IS10S,⇒찌끄레기,outer leaves of a cabbage
2726,치리-단장,치리단장,IS10S,치레단장,embellishment
2727,출물-상,출물상,IS10S,행사때에 음식을 제공하는 상,table for food for an event
2728,축&#59773;,축&#59773;,IS10S,축사(祝辭),bless
2729,촐-새김,촐새김,IS10S,새김질(反芻),carving
2730,촉-소리,촉소리,IS10S,까딱소리,sound of something small moving
2731,초리1,초리1,IS10S,⇒초력,prepare
2732,쳇-일,쳇일,IS10S,첫일,first work
2733,체족,체족,IS10S,최촉,last candle
2734,천추,천추,IS10S,지체(遲滯),delay
2735,척실,척실,IS10S,관원의 벗,government office colleague
2736,신창,신창,IS07S,신 배닥,sole of shoe
2737,발창,발창,IS06S,발 마닥,hit with foot
2738,창,창,IS10S,밑의 되는 부북. 바닥,bottom
2739,참봉,참봉,IS10S,대감. 도깨비의 별칭,nickname for goblin
2740,착-글레기,착글레기,IS10S,짝짝이,improper pair
2741,&#61956;,&#61956;,IS09S,잠,sleep
2742,&#61950;-소리,&#61950;소리,IS09S,⇒&#61950;다니,nagging
2743,&#61950;동이,&#61950;동이,IS09S,물건의 허리쪽 부분,waist part of something
2744,&#61950;-거,&#61950;거,IS09S,잔거,remainder
2745,&#61948;지,&#61948;지,IS09S,⇒외지축,purple
2746,&#61948;숙,&#61948;숙,IS09S,=&#61948;취. 자취(自炊),living alone
2747,&#61948;방벤,&#61948;방벤,IS09S,재방변(才傍邊),a Chinese character stroke
2748,&#61948;메-질,&#61948;메질,IS09S,쥐암질,seizing something
2749,&#61948;력,&#61948;력,IS09S,자력(自力. 資力),own power
2750,&#61948;냑-&#61956;,&#61948;냑&#61956;,IS09S,⇒저녁&#61956;,sleep at night
2751,&#61948;곡-&#61956;,&#61948;곡&#61956;,IS09S,앉은 채 조는 잠,drowsiness when sitting down
2752,짓2,짓2,IS09S,길쌈 도벽에 쓰는 풀,glue for putting up woven wallpaper
2753,짓1,짓1,IS09S,집,house of eldest son
2754,집-직,집직,IS09S,집 지키기,guarding house
2755,질-역시,질역시,IS09S,길 역사,long history
2756,짇을-커,짇을커,IS09S,⇒짇을낭,firewood
2757,짇을-낭,짇을낭,IS09S,=짇을-커. 땔나무. 장작. 섶,firewood
2758,진역,진역,IS09S,징역(徵役),penal servitude
2759,찍세,찍세,IS09D ,⇒찍,one`s share
2760,직성,직성,IS09S,무서움 타지않는 마음,fearless heart
2761,지체,지체,IS09S,처치(處置),removal
2762,지지렝이,지지렝이,IS09S,⇒지시렝이,two females
2763,지실-먹,지실먹,IS09S,⇒그실먹,soot
2764,지시렝이,지시렝이,IS09S,=지지렝이. 둘암컷. 둘치,two females
2765,지성기,지성기,IS09S,⇒지성귀,diaper
2766,지릉-내,지릉내,IS09S,⇒지렁내,smell of urine
2767,지름,지름,IS09S,기름,oil
2768,일-수,일수,IS08S,일 재주,work talent
2769,식&#61948;,식&#61948;,IS07S,식자(識字),typesetting
2770,분축,분축,IS06S,소지 올리는 것(焚祝),putting on sacrificial paper
2771,모힌-것,모힌것,IS05S,=푸께기. 푸석이,something that breaks easil
2772,논다니,논다니,IS02S,평론(評論),criticism
2773,괴약,괴약,IS01S,고약,nasty
2774,곶다울방,곶다울방,IS01S,(芳)꽃다울방,like a flower
2775,공초삭,공초삭,IS01S,⇒공초사,self-praise
2776,공초,공초,IS01S,죄인의 진술(供招),testimony of a sinner
2777,공생이,공생이,IS01S,⇒곰생이,fungus
2778,공반,공반,IS01S,=공편. 공평(公平),fair
2779,곱질-락,곱질락,IS01S," =&#62289;을-락. 풍계묻이
",hidden treasure
2780,곱음-재기,곱음재기,IS01S,⇒곱을락,hide and seek
2781,곱을-락,곱을락,IS01S,=곱음-재기. 숨바꼭질,hide and seek
2782,곱은-대기,곱은대기,IS01S,길이 굽은 곳,bent road
2783,곰생이,곰생이,IS01S,=공생이. 곰팡이,fungus
2784,곰-내,곰내,IS01S,기름내,smell of oil
2785,골총,골총,IS01S,=궐총=&#57773;총. 고총(古塚),old tomb
2786,곤데,곤데,IS01S,군데,place
2787,꼬락지,꼬락지,IS01D,꼬락서니,state
2788,고침-질,고침질,IS01S,고침일,fixing something
2789,고정-배기,고정배기,IS01S,정직하여 변함이 없는 것,unchanging innocence
2790,고정,고정,IS01S,정직(正直),innocence
2791,고잿-소리,고잿소리,IS01S,실례되는 말. 탈이 나게 하는 군소리,"ompolite words, nagging"
2792,고애,고애,IS01S,⇒고렴,call of condolence
2793,고소외,고소외,IS01S,=불-수세. 불쏘시개,forked road
2794,고비,고비,IS01S,=&#57767;리. 께. 쯤. 기회(機會),chance
2795,고망,고망,IS01S,⇒고냥,hole
2796,고렴,고렴,IS01S,=고애. 조문(弔問),call of condolence
2797,고냥,고냥,IS01S,=고망=구녁=구녕=굼=궁기. 구멍,hole
2798,께,께,IS01D,①물건의 남저지. 흔적. ②다발의 끈,①traces of something. ②string of a bundle
2799,게틀-음,게틀음,IS01S,⇒게틀름,burp
2800,게틀-름,게틀름,IS01S,=게틀-음. 트림,burp
2801,게움,게움,IS01S,질투,jealousy
2802,게심,게심,IS01S,질투심,jealousy
2803,게꿈,게꿈,IS01S,⇒거꿈,foam
2804,것,것,IS01S,먹이. 자산(資産),"food, fortune"
2805,겁죽,겁죽,IS01S,⇒거죽,"skin, leather"
2806,겁-절,겁절,IS01S,겁결,impetus of fear
2807,검정-빗,검정빗,IS01S,검은 빛,black color
2808,걸궁,걸궁,IS01S,명절 놀음. 농악,playing on the holiday
2809,걸,걸,IS01S,⇒거리,fate of a husband and wife
2810,껀,껀,IS01D,건(件),subject
2811,건-풍,건풍,IS01S,거짓. 풍치는 것,"lie, exaggeration"
2812,건-트집,건트집,IS01S,정당한 이유없는 트집,poking without justification
2813,건지,건지,IS01S,건더기,lumps
2814,건-디,건디,IS01S,"- ㄴ지(‘건’)은 매김씨(冠形詞). ‘디’는 안옹근이름씨(不完全名詞)임. ,보건 디 (본 지)",place of birth
2815,건달,건달,IS01S,풍치는 것,exagerrating
2816,걱죽,걱죽,IS01S,⇒거죽,"skin, leather"
2817,거천,거천,IS01S,살곳을 준비하는것,preparing for a place to live
2818,거짓-거,거짓거,IS01S,"가짜&#20605;物
",fake
2819,거죽,거죽,IS01S,=걱죽=겁죽. 껍질. 가죽,"skin, leather"
2820,거-자랑,거자랑,IS01S,흰소리,snobbish remark
2821,거욱,거욱,IS01S,마을 변두리의 미곤방(未坤方)이 비어진 곳에 쌓은 축조물(築造物)로서 마을의 빈곤을 막기위한 것,something to stop poverty of a village
2822,거슴-손,거슴손,IS01S,손으로 남을 건드리는것,touching someone else with one`s hand
2823,거림,거림,IS01S,갈래,depression in armpit
2824,거리,거리,IS01S,=걸. 남편과의 부부 인연,fate of a husband and wife
2825,거레,거레,IS01S,거래(去來),trade
2826,거둥,거둥,IS01S,거동,movement
2827,거둠-성,거둠성,IS01S,일을 끝맺는 성질,character in finishing work
2828,거느리-왕상,거느리왕상,IS01S,남의 dfl을 이러니 저러니 말하는 것,saying something about someone else`s work
2829,거념,거념,IS01S,거추함. 보살핌,taking care
2830,거꿈,거꿈,IS01S,=게꿈. 거품,foam
2831,갱규,갱규,IS01S,협잡,fraud
2832,강적,강적,IS01S,⇒가냥,keep
2833,강담,강담,IS01S,고집이 센것,stubbornness
2834,갓,갓,IS01S,골마지,scum
2835,깝,깝,IS01D,값,price
2836,감제,감제,IS01S,미친 질(狂),crazy
2837,감장,감장,IS01S,장사지내고 무덤을 만듦,make a grave after the funeral
2838,갈매장,갈매장,IS01S,(藏) 감출장,hide
2839,간수,간수,IS01S,⇒가냥,keep
2840,간세,간세,IS01S,게으름,laziness
2841,간간-무종,간간무종,IS01S,간 곳을 모르게 됨,not knowing where to go
2842,깍,깍,IS01D,끝(末),end
2843,각서,각서,IS01S,여러 가지. 각종,various
2844,까치,까치,IS01D,가치(價値),value
2845,가풀,가풀,IS01S,아교,glue for putting up woven wallpaper
2846,가지-물,가지물,IS01S,=지&#49835;-물=지싣-물. 기스락물. 기슭물,raindrops
2847,가옷,가옷,IS01S,가웃,half
2848,가림,가림,IS01S,사리,self-interest
2849,가달-춤,가달춤,IS01S,갈랙질,game of tag
2850,가냥,가냥,IS01S,=간수=강적. 간직함,keep
2851,가남,가남,IS01S,①자력(資力). ②가늠,①own power. ②register
2852,&#62781;,&#62781;,IS14S,⇒헉,dirt
2853,&#62776;,&#62776;,IS14S,⇒헉,dirt
2854,흑,흑,IS14S,⇒헉,dirt
2855,헉,헉,IS14S,=흑=&#62776;=&#62781;. 흙(土),dirt
2856,&#62283;-쏴,&#62283;쏴,IS10S,백철. 백동,nickel
2857,&#62283;-흑,&#62283;흑,IS10S,⇒&#62273;녁,clay
2858,&#62275;-물,&#62275;물,IS10S,짠물. 바닷물,seawater
2859,&#62273;녁,&#62273;녁,IS10S,='&#62275;'-흑. 진흙. '&#62277;&#62781;'>'&#62275;헉'>'&#62275;억'>'&#62273;녁.' '&#62277;&#62781;'>'&#62277;륵'>'&#62275;흑',clay
2860,질-흑,질흑,IS09S,⇒진흑,mud
2861,진-흑,진흑,IS09S,=질흑. 진흙,mud
2862,정동,정동,IS09S,청동(靑銅),bronze
2863,적,적,IS09S,푸석진 붉은 화산석(火山石),red volcano stone
2864,작지,작지,IS09S,⇒작멜,pebble
2865,작멜,작멜,IS09S,=작지. 돌자갈,pebble
2866,연철,연철,IS08S,연(鉛),pond
2867,엉덕,엉덕,IS08S,⇒바우,rock
2868,엉,엉,IS08S,⇒바우,rock
2869,&#59773;회,&#59773;회,IS07S,백회(白灰),limestone
2870,싱피,싱피,IS07S,⇒송피,humid volcano stone dirt
2871,쏴,쏴,IS07D,쇠(鐵),steel
2872,송피,송피,IS07S,=싱피. 습기가 많은 화산 회 흙,humid volcano stone dirt
2873,송,송,IS07S,화산회(火山灰) 굳어진 것,solid volcano stone
2874,솜-돌,솜돌,IS07S,⇒속돌,crumbly stone
2875,속-돌,속돌,IS07S,=솜-돌. 서벅돌(浮石),crumbly stone
2876,섹이-지름,섹이지름,IS07S,⇒석유지름,oil
2877,설덕,설덕,IS07S,땅위에 솟아 있는 작은바위,small rock on land
2878,석유-지름,석유지름,IS07S,=섹이-지름. 석유(石油),oil
2879,비천,비천,IS06S,품질이 나쁜 놋쇠. 퉁,bad rusty steel
2880,보미,보미,IS06S,녹. 동록,rust
2881,벡번,벡번,IS06S,백반(白礬),alum
2882,바우,바우,IS06S,=엉덕=엉. 바위,rock
2883,&#58720;들,&#58720;들,IS05S,평지에 솟아있는 머리모양의 바위,rock on land the shape of a head
2884,밋-쇠,밋쇠,IS05S,놋쇠. 청동. 황동의 총칭,"rusty steel, steel"
2885,몰래,몰래,IS05S,⇒모살,sand
2886,모힌-돌,모힌돌,IS05S,⇒누룩돌,crumbly stone
2887,모살,모살,IS05S,=몰래. 모래,sand
2888,먹-돌,먹돌,IS05S,⇒맷돌,slippery stones in seaside or streamside
2889,머을,머을,IS05S,곡식에 들어있는 잔돌,small stones inside food
2890,머들,머들,IS05S,⇒머돌,group of stones
2891,머-돌,머돌,IS05S,=머들. 돌담불. 돌무데기,group of stones
2892,맷-돌,맷돌,IS05S,=먹-돌. 바다또는 냇가에 있는 미끄러운 돌맹이,slippery stones in seaside or streamside
2893,돌-&#62442;루,돌&#62442;루,IS03S,돌 가루,stone dust
2894,돌-쌔기,돌쌔기,IS03S,잔돌,pebbles
2895,돌-빌레,돌빌레,IS03S,돌뿌다귀. 돌부리,jag of rock
2896,덕-돌,덕돌,IS03S,봇돌. 바닷가의 바윗돌,rock beside sea
2897,누룩-빌레,누룩빌레,IS02S,푸석돌 반석,crumbly rock
2898,누룩-돌,누룩돌,IS02S,=모힌-돌. 푸석돌,crumbly stone
2899,구리-쇠,구리쇠,IS01S,구리,copper
2900,헤바래기,헤바래기,IS14S,해바라기,sunflower
2901,헛-고장,헛고장,IS14S,열매 안 맺는 꽃,flower inside fruits
2902,해래비-꼿,해래비꼿,IS14S,딱지꽃,small yellow flower
2903,함박-탈,함박탈,IS14S,딸기의 한가지(큰것),large strawberry
2904,하리비-고장,하리비고장,IS14S,할미꽃,pasqueflower
2905,&#62616;-볼래,&#62616;볼래,IS13S,⇒조볼래,fruits of bo tree
2906,피파,피파,IS13S,비파,loquat
2907,포두,포두,IS13S,포도,grape
2908,탱우지,탱우지,IS12S,⇒개살구,hardy-orange tree fruit
2909,탈,탈,IS12S,딸기,strawberry
2910,&#62446;락,&#62446;락,IS11S,⇒&#62443;,gourd
2911,&#62443;,&#62443;,IS11S,='&#62446;락.' 박 열매. 박,gourd
2912,콩-탈,콩탈,IS11S,딸기의 한가지. 빛이 검음,black color strawberry
2913,켄-밤,켄밤,IS11S,아람,ripened chestnuts
2914,&#62283;-외,&#62283;외,IS10S,참외,melon
2915,치지,치지,IS10S,치자,gardenia seeds
2916,촉교화,촉교화,IS10S,⇒가지깽이고장,hollyhock
2917,천도실,천도실,IS10S,하늘에 있다는 신선이 먹는 복숭아(天桃實),peaches said to be in the sky
2918,짐칫-감,짐칫감,IS09S,⇒우린-감,persimmon sweetened in salt water
2919,중당-멀뤼,중당멀뤼,IS09S,⇒&#57791;멀뤼,type of wild grape
2920,줄창화,줄창화,IS09S,죽도화. 황매화(黃梅花),kerria
2921,졸갱이,졸갱이,IS09S,⇒고냉이똥,clematis shrub
2922,조-볼래,조볼래,IS09S,=`&#62616;`-볼래. 보리수나무 열매,fruits of bo tree
2923,제지,제지,IS09S,겨자(芥子),mustard
2924,전기-꼿,전기꼿,IS09S,진달래,korean rosebay
2925,은동-고장,은동고장,IS08S,=인동-고장. 인동덩굴꽃(金銀花),dried honeysuckle vine flower
2926,유지,유지,IS08S,유자(柚子),citrus
2927,유어름,유어름,IS08S,⇒유룸,clematis shrub
2928,유룸,유룸,IS08S,⇒고냉이똥,clematis shrub
2929,우린-감,우린감,IS08S,=짐칫-감. 침감(沈枾),persimmon sweetened in salt water
2930,외영뒤,외영뒤,IS08S,⇒앵두,plum
2931,외-동지,외동지,IS08S,오이 꽃맺이,cucumbr flowers
2932,외골-밤,외골밤,IS08S,외톨밤. 회오리밤,single chestnut
2933,여물,여물,IS08S,⇒쏙,core
2934,여름,여름,IS08S,=열매,fruit
2935,엥도,엥도,IS08S,⇒앵두,plum
2936,에영&#61948;,에영&#61948;,IS08S,⇒앵두,plum
2937,에영지,에영지,IS08S,⇒앵두,plum
2938,어울,어울,IS08S,실과 속청,fruit
2939,&#50600;펜-고장,&#50600;펜고장,IS08S,⇒얘뗀고장,opium-poppu
2940,애펜-고장,애펜고장,IS08S,=앰펜-고장 양귀비,opium-poppu
2941,앵두,앵두,IS08S,=엥도=에영지='에영&#61948;'=외영뒤. 앵도,plum
2942,안진배기-꼿,안진배기꼿,IS08S,⇒&#58726;고장,violet
2943,&#60376;-댕유지,&#60376;댕유지,IS07D,간 얇은 유자,thin citrus
2944,&#59773;개-외,&#59773;개외,IS07S,수세미외,sponge gourd
2945,시러미,시러미,IS07S,시로미 열매,crowberry fruit
2946,숲-쿨,숲쿨,IS07S,⇒&#58726;고장,violet
2947,쏙-껍질,쏙껍질,IS07D,⇒거풀,inner skin of chestnut
2948,쏙,쏙,IS07D,=여물 속. 알맹이,core
2949,소입,소입,IS07S,⇒베염고장,garden balsam
2950,소유지,소유지,IS07S,유자의 한가지 (小柚子),kind of citrus
2951,산물,산물,IS07S,귤의 한가지(橙),kind of tangering
2952,산-멀뤼,산멀뤼,IS07S,⇒&#57791;멀뤼,type of wild grape
2953,북무화,북무화,IS06S,무궁화,rose of sharon
2954,봉지,봉지,IS06S,꽃봉오리,flower bud
2955,볼래,볼래,IS06S,보리수나무 열매,fruits of bo tree
2956,복숭개,복숭개,IS06S,⇒복송개,peach
2957,복송개,복송개,IS06S,=복숭개. 복숭아,peach
2958,복닥-탈,복닥탈,IS06S,⇒보리탈,type of strawberry that blooms in late fall. Has a lot of vines and thorns
2959,보리-탈,보리탈,IS06S,⇒감티탈,type of strawberry that blooms in late fall. Has a lot of vines and thorns
2960,벵귤,벵귤,IS06S,병귤(甁橘). 병 모양의 귤,tangerine shaped like a bottle
2961,벨래기,벨래기,IS06S,청미래덩굴 열매,fruits of a vine
2962,벡합이-고장,벡합이고장,IS06S,나리꽃,nari flower
2963,벡일홍,벡일홍,IS06S,배롱나무꽃,crape myrtle
2964,베염-고장,베염고장,IS06S,=소입. 봉선화,garden balsam
2965,&#58726;-쿠실,&#58726;쿠실,IS05S,⇒머쿠실,mulguseul
2966,&#58726;-코장,&#58726;코장,IS05S,⇒&#58726;고장,violet
2967,&#58726;싸움-고장,&#58726;싸움고장,IS05S,⇒&#58726;고장,violet
2968,&#58726;-고장,&#58726;고장,IS05S," =&#58726;-코장 =&#58726;싸움-고장 =안진배기꼿 =숲-쿨. 오랑캐꽃. 앉은뱅이꽃
",violet
2969,밀-탈,밀탈,IS05S,딸기의 한가지. 조금 신맛이 있고 줄기에 가시가 있음,"type of straberry, is a little sour and the vines have thorns"
2970,미우쟁이,미우쟁이,IS05S,⇒미삐쟁이,pampas grass flowers
2971,미삐쟁이,미삐쟁이,IS05S,=미우쟁이. 새품,pampas grass flowers
2972,멘네-&#58250;래,멘네&#58250;래,IS05S,면화열매. 면화송이,cotton flower
2973,멀리,멀리,IS05S,⇒멀뤼,wild grapes
2974,멀뤼,멀뤼,IS05S,=멀리. 머루,wild grapes
2975,머-쿠실,머쿠실,IS05S,=&#58726;-쿠실. 멀구슬(苦棟實),mulguseul
2976,만도레기,만도레기,IS05S,⇒&#58251;고달,cockscomb
2977,만도라기,만도라기,IS05S,⇒&#58251;고달,cockscomb
2978,&#58251;-고달,&#58251;고달,IS03S,=만도라기 = 만도레기. 맨드라미,cockscomb
2979,&#58250;래,&#58250;래,IS03S,①다래. ②면화 송이,①fruit of Actinidia arguta. ②cotton flower
2980,드릇-국화,드릇국화,IS03S,산국,country of mountains
2981,돔박-&#58954;끔,돔박&#58954;끔,IS03S,동백 열매의 병신,deformed camellia fruit
2982,돔박-골,돔박골,IS03S,동백 씨,camellia seed
2983,돔박,돔박,IS03S,동백 열매,camellia fruit
2984,도체비-고장,도체비고장,IS03S,산수국,country of mountains and water
2985,댕-유지,댕유지,IS03S,유자의 한가지(唐柚子). 당유자,sweet type of citrus
2986,대초,대초,IS03S,대추,date
2987,땅-꼿,땅꼿,IS03D,채송화,rose moss
2988,&#57791;-멀뤼,&#57791;멀뤼,IS01S,=산-멀뤼=중당-멀뤼. 머루의 한 가지,type of wild grape
2989,&#57767;래-감,&#57767;래감,IS01S,맷돌 모양의 넓적한 감,wide cloth shaped like a millstone
2990,꽝-베,꽝베,IS01D,똘배,bean pear tree fruit
2991,곶,곶,IS01S,⇒고장,flower
2992,꼿-&#58954;끔,꼿&#58954;끔,IS01D,동백꽃의 병신,deformed camellia fruit
2993,꼿-동지,꼿동지,IS01D,꽃봉오리,flower bud
2994,꼭-감,꼭감,IS01D,곶감,persimmon sweetened in salt water
2995,곡지-탈,곡지탈,IS01S,딸기의 한,type of strawberry
2996,곡지,곡지,IS01S,꼭지,tip
2997,고장,고장,IS01S,=곶. 꽃,flower
2998,고냉이-멀뤼,고냉이멀뤼,IS01S,가마귀머루,wild grapes
2999,고냉이-똥,고냉이똥,IS01S,=유어름=유룸=졸갱이. 으름,clematis berries
